Player,Name_Key,First_Name_Key,Last_Name_Key,Best_Rank,Best_Rank_Year,Latest_Pipeline_Year,Latest_Position,Latest_Team,Latest_Level,Latest_Age,Pipeline_Appearances,All_Pipeline_Years,BRef_Register_ID,BRef_Register_URL,Resolve_Status,Resolve_Method,Resolve_Reason,Birth_Year,Birth_Country,Birth_State,Chadwick_Name,Chadwick_Key
Geraldo Perdomo,geraldo perdomo,geraldo,perdomo,78,2021,2021,SS,Arizona Diamondbacks,MLB,26,2,2020;2021,perdom000ger,https://www.baseball-reference.com/register/player.fcgi?id=perdom000ger,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=perdom000ger; attempts=exact_full_name=1,1999.0,,,Geraldo Perdomo,b9f840a3
Gabriel Gonzalez,gabriel gonzalez,gabriel,gonzalez,79,2024,2024,OF,Minnesota Twins,AAA,22,1,2024,gonzal009gab,https://www.baseball-reference.com/register/player.fcgi?id=gonzal009gab,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2004.0; approx_birth_year=2002; minor_id=gonzal009gab; attempts=exact_full_name=2,2004.0,,,Gabriel Gonzalez,a5eb414d
Liover Peguero,liover peguero,liover,peguero,79,2022,2022,SS,Philadelphia Phillies,AAA,25,1,2022,peguer001lio,https://www.baseball-reference.com/register/player.fcgi?id=peguer001lio,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2000.0; approx_birth_year=1997; minor_id=peguer001lio; attempts=exact_full_name=1,2000.0,,,Liover Peguero,47a4088e
Michael Chavis,michael chavis,michael,chavis,79,2019,2019,3B/1B,Cincinnati Reds,AAA,30,2,2018;2019,chavis000mic,https://www.baseball-reference.com/register/player.fcgi?id=chavis000mic,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1989; minor_id=chavis000mic; attempts=exact_full_name=1,1995.0,,,Michael Chavis,6b93448c
Trevor Larnach,trevor larnach,trevor,larnach,79,2021,2021,OF,Minnesota Twins,MLB,29,2,2020;2021,larnac000tre,https://www.baseball-reference.com/register/player.fcgi?id=larnac000tre,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1992; minor_id=larnac000tre; attempts=exact_full_name=1,1997.0,,,Trevor Larnach,b253355c
Kevin Alvarez,kevin alvarez,kevin,alvarez,80,2026,2026,OF,Houston Astros,A,18,1,2026,alvare002kev,https://www.baseball-reference.com/register/player.fcgi?id=alvare002kev,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=2008.0; approx_birth_year=2008; minor_id=alvare002kev; attempts=exact_full_name=3,2008.0,,,Kevin Alvarez,61bd3a4b
Christian Arroyo,christian arroyo,christian,arroyo,81,2018,2018,3B/SS,New York Mets,AAA,30,2,2017;2018,arroyo000chr,https://www.baseball-reference.com/register/player.fcgi?id=arroyo000chr,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1988; minor_id=arroyo000chr; attempts=exact_full_name=1,1995.0,,,Christian Arroyo,11b9597b
Jordan Beck,jordan beck,jordan,beck,81,2024,2024,OF,Colorado Rockies,MLB,25,1,2024,beck--001jor,https://www.baseball-reference.com/register/player.fcgi?id=beck--001jor,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=2001.0; approx_birth_year=1999; minor_id=beck--001jor; attempts=exact_full_name=2,2001.0,,,Jordan Beck,f76957f5
Starlyn Caba,starlyn caba,starlyn,caba,81,2025,2025,SS/2B,Miami Marlins,A+,20,1,2025,caba--000jes,https://www.baseball-reference.com/register/player.fcgi?id=caba--000jes,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2005; minor_id=caba--000jes; attempts=exact_full_name=1,2005.0,,,Starlyn Caba,40b90c71
Zack Collins,zack collins,zack,collins,81,2017,2017,C/1B,—,—,31,1,2017,collin002zac,https://www.baseball-reference.com/register/player.fcgi?id=collin002zac,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1986; minor_id=collin002zac; attempts=exact_full_name=1,1995.0,,,Zack Collins,95c1bfe2
Roldy Brito,roldy brito,roldy,brito,82,2026,2026,OF/2B,Colorado Rockies,A,19,1,2026,brito-000rol,https://www.baseball-reference.com/register/player.fcgi?id=brito-000rol,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2007.0; approx_birth_year=2007; minor_id=brito-000rol; attempts=exact_full_name=1,2007.0,,,Roldy Brito,5161485f
Thayron Liranzo,thayron liranzo,thayron,liranzo,82,2025,2025,C/1B,Detroit Tigers,AA,22,1,2025,liranz000tha,https://www.baseball-reference.com/register/player.fcgi?id=liranz000tha,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=liranz000tha; attempts=exact_full_name=1,2003.0,,,Thayron Liranzo,bb4932e3
Derek Fisher,derek fisher,derek,fisher,83,2017,2017,OF,Minnesota Twins,AAA,32,1,2017,fisher001der,https://www.baseball-reference.com/register/player.fcgi?id=fisher001der,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1993.0; approx_birth_year=1985; minor_id=fisher001der; attempts=exact_full_name=2,1993.0,,,Derek Fisher,937b547c
Ezequiel Duran,ezequiel duran,ezequiel,duran,83,2022,2022,INF,Texas Rangers,MLB,26,1,2022,duran-000eze,https://www.baseball-reference.com/register/player.fcgi?id=duran-000eze,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=duran-000eze; attempts=exact_full_name=1,1999.0,,,Ezequiel Duran,f5cbb98c
Kayson Cunningham,kayson cunningham,kayson,cunningham,83,2026,2026,SS,Arizona Diamondbacks,A,19,1,2026,cunnin000kay,https://www.baseball-reference.com/register/player.fcgi?id=cunnin000kay,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=cunnin000kay; attempts=exact_full_name=1,2006.0,,,Kayson Cunningham,9e72a83f
Drew Romo,drew romo,drew,romo,84,2023,2023,C,Chicago White Sox,MLB,24,1,2023,romo--000dre,https://www.baseball-reference.com/register/player.fcgi?id=romo--000dre,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1999; minor_id=romo--000dre; attempts=exact_full_name=1,2001.0,,,Drew Romo,6a5bd59c
Jefferson Rojas,jefferson rojas,jefferson,rojas,84,2026,2026,SS,Chicago Cubs,AA,21,2,2025;2026,rojas-003jef,https://www.baseball-reference.com/register/player.fcgi?id=rojas-003jef,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2005.0; approx_birth_year=2005; minor_id=rojas-003jef; attempts=exact_full_name=1,2005.0,,,Jefferson Rojas,7fb29a6d
Ronaldo Hernández,ronaldo hernandez,ronaldo,hernandez,84,2019,2019,C,—,—,28,1,2019,hernan000ron,https://www.baseball-reference.com/register/player.fcgi?id=hernan000ron,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=hernan000ron; attempts=exact_full_name=1,1997.0,,,Ronaldo Hernández,646b73cf
Sal Stewart,sal stewart,sal,stewart,84,2025,2025,INF,Cincinnati Reds,MLB,22,1,2025,stewar000sal,https://www.baseball-reference.com/register/player.fcgi?id=stewar000sal,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=stewar000sal; attempts=exact_full_name=1,2003.0,,,Sal Stewart,ff1febac
Spencer Jones,spencer jones,spencer,jones,84,2024,2024,OF,New York Yankees,MLB,25,1,2024,jones-003spe,https://www.baseball-reference.com/register/player.fcgi?id=jones-003spe,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1999.0; approx_birth_year=1999; minor_id=jones-003spe; attempts=exact_full_name=4,1999.0,,,Spencer Jones,2fe4e996
Austin Hendrick,austin hendrick,austin,hendrick,85,2021,2021,OF,Cincinnati Reds,AA,24,1,2021,hendri001aus,https://www.baseball-reference.com/register/player.fcgi?id=hendri001aus,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1997; minor_id=hendri001aus; attempts=exact_full_name=1,2001.0,,,Austin Hendrick,b54e56bc
Jarren Duran,jarren duran,jarren,duran,85,2022,2022,OF,Boston Red Sox,MLB,29,1,2022,duran-000jar,https://www.baseball-reference.com/register/player.fcgi?id=duran-000jar,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1993; minor_id=duran-000jar; attempts=exact_full_name=1,1996.0,,,Jarren Duran,905f884b
Oscar Colás,oscar colas,oscar,colas,85,2023,2023,OF,—,—,27,1,2023,colas-000osc,https://www.baseball-reference.com/register/player.fcgi?id=colas-000osc,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1996; minor_id=colas-000osc; attempts=exact_full_name=1,1998.0,,,Oscar Colás,c2beb9d0
Carter Jensen,carter jensen,carter,jensen,86,2025,2025,C,Kansas City Royals,MLB,22,1,2025,jensen000car,https://www.baseball-reference.com/register/player.fcgi?id=jensen000car,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2003; minor_id=jensen000car; attempts=exact_full_name=1,2003.0,,,Carter Jensen,67518f7c
Pedro Ramírez,pedro ramirez,pedro,ramirez,86,2026,2026,3B/2B,Chicago Cubs,AAA,22,1,2026,ramire004ped,https://www.baseball-reference.com/register/player.fcgi?id=ramire004ped,resolved,chadwick_name_match_with_minor_id,matches=6; selected_birth_year=2004.0; approx_birth_year=2004; minor_id=ramire004ped; attempts=exact_full_name=6,2004.0,,,Pedro Ramírez,46d05166
Roderick Arias,roderick arias,roderick,arias,86,2024,2024,SS,New York Yankees,A+,21,1,2024,arias-003rod,https://www.baseball-reference.com/register/player.fcgi?id=arias-003rod,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2003; minor_id=arias-003rod; attempts=exact_full_name=1,2004.0,,,Roderick Arias,49d79195
Matt McLain,matt mclain,matt,mclain,87,2022,2022,SS/2B,Cincinnati Reds,MLB,26,1,2022,mclain000mat,https://www.baseball-reference.com/register/player.fcgi?id=mclain000mat,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=mclain000mat; attempts=exact_full_name=1,1999.0,,,Matt McLain,49e0a124
Travis Swaggerty,travis swaggerty,travis,swaggerty,87,2019,2019,OF,New York Mets,AAA,28,1,2019,swagge000tra,https://www.baseball-reference.com/register/player.fcgi?id=swagge000tra,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=swagge000tra; attempts=exact_full_name=1,1997.0,,,Travis Swaggerty,3661f3e0
J.P. Martínez,j p martinez,j,martinez,88,2019,2019,OF,—,—,30,1,2019,martin013jul,https://www.baseball-reference.com/register/player.fcgi?id=martin013jul,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1996.0; approx_birth_year=1989; minor_id=martin013jul; attempts=exact_full_name=2,1996.0,,,J. P. Martínez,43eecb13
Miguel Amaya,miguel amaya,miguel,amaya,88,2021,2021,C,Chicago Cubs,MLB,27,3,2019;2020;2021,amaya-000mig,https://www.baseball-reference.com/register/player.fcgi?id=amaya-000mig,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1994; minor_id=amaya-000mig; attempts=exact_full_name=1,1999.0,,,Miguel Amaya,2dd2ecf2
Tyler Freeman,tyler freeman,tyler,freeman,88,2022,2022,SS/2B,Colorado Rockies,MLB,26,3,2020;2021;2022,freema000tyl,https://www.baseball-reference.com/register/player.fcgi?id=freema000tyl,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=freema000tyl; attempts=exact_full_name=4,1999.0,,,Tyler Freeman,4fd70135
Justin Foscue,justin foscue,justin,foscue,89,2022,2022,2B/1B,Texas Rangers,MLB,27,1,2022,foscue000jus,https://www.baseball-reference.com/register/player.fcgi?id=foscue000jus,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=foscue000jus; attempts=exact_full_name=1,1999.0,,,Justin Foscue,2a3e6de6
Zach Neto,zach neto,zach,neto,89,2023,2023,SS,Los Angeles Angels,MLB,25,1,2023,neto--000zac,https://www.baseball-reference.com/register/player.fcgi?id=neto--000zac,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2001.0; approx_birth_year=1998; minor_id=neto--000zac; attempts=exact_full_name=1,2001.0,,,Zach Neto,99c490f1
Joey Wiemer,joey wiemer,joey,wiemer,90,2023,2023,OF,Washington Nationals,MLB,27,2,2022;2023,wiemer000joe,https://www.baseball-reference.com/register/player.fcgi?id=wiemer000joe,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=wiemer000joe; attempts=exact_full_name=1,1999.0,,,Joey Wiemer,dfae304e
Nathan Flewelling,nathan flewelling,nathan,flewelling,90,2026,2026,C,Tampa Bay Rays,A+,19,1,2026,flewel000nat,https://www.baseball-reference.com/register/player.fcgi?id=flewel000nat,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=flewel000nat; attempts=exact_full_name=1,2006.0,,,Nathan Flewelling,d14313f8
Raimel Tapia,raimel tapia,raimel,tapia,90,2017,2017,OF,—,—,32,1,2017,tapia-000rai,https://www.baseball-reference.com/register/player.fcgi?id=tapia-000rai,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1994.0; approx_birth_year=1985; minor_id=tapia-000rai; attempts=exact_full_name=1,1994.0,,,Raimel Tapia,b9818f39
Alec Burleson,alec burleson,alec,burleson,91,2023,2023,OF,St. Louis Cardinals,MLB,27,1,2023,burles000ale,https://www.baseball-reference.com/register/player.fcgi?id=burles000ale,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1998.0; approx_birth_year=1996; minor_id=burles000ale; attempts=exact_full_name=1,1998.0,,,Alec Burleson,a761c954
Delvin Pérez,delvin perez,delvin,perez,91,2017,2017,SS,—,—,27,1,2017,perez-002del,https://www.baseball-reference.com/register/player.fcgi?id=perez-002del,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1991.0; approx_birth_year=1990; minor_id=perez-002del; attempts=exact_full_name=2,1991.0,,,Delvin Perez,09ae1fdf
Greg Jones,greg jones,greg,jones,91,2022,2022,OF/SS,Milwaukee Brewers,AAA,28,1,2022,jones-003gre,https://www.baseball-reference.com/register/player.fcgi?id=jones-003gre,resolved,chadwick_name_match_with_minor_id,matches=3; selected_birth_year=1994.0; approx_birth_year=1994; minor_id=jones-003gre; attempts=exact_full_name=3,1994.0,,,Greg Jones,a3eacc0a
Pavin Smith,pavin smith,pavin,smith,91,2018,2018,1B/OF,Arizona Diamondbacks,MLB,30,1,2018,smith-000pav,https://www.baseball-reference.com/register/player.fcgi?id=smith-000pav,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=smith-000pav; attempts=exact_full_name=1,1996.0,,,Pavin Smith,6f6c11d6
Ronny Cruz,ronny cruz,ronny,cruz,91,2026,2026,INF,Washington Nationals,A+,19,1,2026,cruz--001ron,https://www.baseball-reference.com/register/player.fcgi?id=cruz--001ron,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=cruz--001ron; attempts=exact_full_name=1,2006.0,,,Ronny Cruz,d44ddf52
Bobby Dalbec,bobby dalbec,bobby,dalbec,92,2021,2021,3B/1B,Kansas City Royals,AAA,30,1,2021,dalbec000bob,https://www.baseball-reference.com/register/player.fcgi?id=dalbec000bob,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1991; minor_id=dalbec000bob; attempts=exact_full_name=1,1995.0,,,Bobby Dalbec,d3f2c533
Cristian Hernández,cristian hernandez,cristian,hernandez,92,2022,2022,SS/2B,Miami Marlins,AA,22,1,2022,hernan002cri,https://www.baseball-reference.com/register/player.fcgi?id=hernan002cri,resolved,chadwick_name_match_with_minor_id,matches=5; selected_birth_year=2000.0; approx_birth_year=2000; minor_id=hernan002cri; attempts=exact_full_name=5,2000.0,,,Cristian Hernandez,8e274ffb
Ike Irish,ike irish,ike,irish,93,2026,2026,OF/1B,Baltimore Orioles,A+,22,1,2026,irish-000ike,https://www.baseball-reference.com/register/player.fcgi?id=irish-000ike,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=irish-000ike; attempts=exact_full_name=1,2003.0,,,Ike Irish,2dd4f130
Jahmai Jones,jahmai jones,jahmai,jones,93,2018,2018,2B/OF,Detroit Tigers,MLB,28,1,2018,jones-000jah,https://www.baseball-reference.com/register/player.fcgi?id=jones-000jah,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1990; minor_id=jones-000jah; attempts=exact_full_name=1,1997.0,,,Jahmai Jones,c2244153
Miguel Bleis,miguel bleis,miguel,bleis,93,2023,2023,OF,Boston Red Sox,AA,22,1,2023,bleis-000mig,https://www.baseball-reference.com/register/player.fcgi?id=bleis-000mig,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2004.0; approx_birth_year=2001; minor_id=bleis-000mig; attempts=exact_full_name=1,2004.0,,,Miguel Bleis,fc1c9339
Richard Urena,richard urena,richard,urena,94,2017,2017,SS/2B,—,—,30,1,2017,urena-000ric,https://www.baseball-reference.com/register/player.fcgi?id=urena-000ric,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1987; minor_id=urena-000ric; attempts=exact_full_name=1,1996.0,,,Richard Ureña,1afce4ef
Tre' Morgan,tre' morgan,tre',morgan,94,2025,2025,1B/OF,Tampa Bay Rays,ROK,23,1,2025,morgan002tre,https://www.baseball-reference.com/register/player.fcgi?id=morgan002tre,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2002; minor_id=morgan002tre; attempts=exact_full_name=1,2002.0,,,Tre' Morgan,ee6b4a02
Tyler Stephenson,tyler stephenson,tyler,stephenson,94,2021,2021,C,Cincinnati Reds,MLB,29,1,2021,stephe001tyl,https://www.baseball-reference.com/register/player.fcgi?id=stephe001tyl,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1994.0; approx_birth_year=1992; minor_id=stephe001tyl; attempts=exact_full_name=4,1994.0,,,Tyler Stephenson,66f75a8d
Adam Haseley,adam haseley,adam,haseley,95,2018,2018,CF,Chicago White Sox,MLB,30,1,2018,hasele000ada,https://www.baseball-reference.com/register/player.fcgi?id=hasele000ada,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=hasele000ada; attempts=exact_full_name=1,1996.0,,,Adam Haseley,623e0e60
Brice Turang,brice turang,brice,turang,95,2021,2021,SS/2B/OF,Milwaukee Brewers,MLB,26,1,2021,turang002bri,https://www.baseball-reference.com/register/player.fcgi?id=turang002bri,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1999.0; approx_birth_year=1995; minor_id=turang002bri; attempts=exact_full_name=1,1999.0,,,Brice Turang,822e8fd1
Colton Welker,colton welker,colton,welker,95,2019,2019,3B/1B,—,—,28,1,2019,welker000col,https://www.baseball-reference.com/register/player.fcgi?id=welker000col,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1997.0; approx_birth_year=1991; minor_id=welker000col; attempts=exact_full_name=1,1997.0,,,Colton Welker,be28795f
Jeimer Candelario,jeimer candelario,jeimer,candelario,95,2017,2017,3B/1B,Los Angeles Angels,AAA,32,1,2017,candel000jei,https://www.baseball-reference.com/register/player.fcgi?id=candel000jei,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1993.0; approx_birth_year=1985; minor_id=candel000jei; attempts=exact_full_name=1,1993.0,,,Jeimer Candelario,bac9465f
Jose Miranda,jose miranda,jose,miranda,95,2022,2022,3B/2B/1B,San Diego Padres,AAA,27,1,2022,mirand004jos,https://www.baseball-reference.com/register/player.fcgi?id=mirand004jos,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1998.0; approx_birth_year=1995; minor_id=mirand004jos; attempts=exact_full_name=4,1998.0,,,José Miranda,53544a62
Luis Lara,luis lara,luis,lara,95,2026,2026,OF,Milwaukee Brewers,AAA,21,1,2026,lara--005lui,https://www.baseball-reference.com/register/player.fcgi?id=lara--005lui,resolved,chadwick_name_match_with_minor_id,matches=5; selected_birth_year=2004.0; approx_birth_year=2005; minor_id=lara--005lui; attempts=exact_full_name=5,2004.0,,,Luis Lara,5401e885
Nolan Schanuel,nolan schanuel,nolan,schanuel,95,2024,2024,1B,Los Angeles Angels,MLB,24,1,2024,schanu000nol,https://www.baseball-reference.com/register/player.fcgi?id=schanu000nol,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2002.0; approx_birth_year=2000; minor_id=schanu000nol; attempts=exact_full_name=1,2002.0,,,Nolan Schanuel,6b5d784d
Alex Ramírez,alex ramirez,alex,ramirez,96,2023,2023,OF,Chicago Cubs,AA,23,1,2023,ramire012ale,https://www.baseball-reference.com/register/player.fcgi?id=ramire012ale,resolved,chadwick_name_match_with_minor_id,matches=6; selected_birth_year=2000.0; approx_birth_year=2000; minor_id=ramire012ale; attempts=exact_full_name=6,2000.0,,,Alex Ramirez,2a587f55
Austin Wells,austin wells,austin,wells,96,2022,2022,C,New York Yankees,MLB,26,1,2022,wells-001aus,https://www.baseball-reference.com/register/player.fcgi?id=wells-001aus,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1999.0; approx_birth_year=1996; minor_id=wells-001aus; attempts=exact_full_name=4,1999.0,,,Austin Wells,d46bbc83
Bobby Bradley,bobby bradley,bobby,bradley,96,2017,2017,1B,—,—,29,1,2017,bradle000bob,https://www.baseball-reference.com/register/player.fcgi?id=bradle000bob,resolved,chadwick_name_match_with_minor_id,matches=2; selected_birth_year=1996.0; approx_birth_year=1988; minor_id=bradle000bob; attempts=exact_full_name=2,1996.0,,,Bobby Bradley,8952b4f5
Josh Hammond,josh hammond,josh,hammond,96,2026,2026,SS/3B,Kansas City Royals,A,19,1,2026,hammon002jos,https://www.baseball-reference.com/register/player.fcgi?id=hammon002jos,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=hammon002jos; attempts=exact_full_name=1,2006.0,,,Josh Hammond,2af0ef28
Justin Gonzales,justin gonzales,justin,gonzales,97,2026,2026,OF,Boston Red Sox,A+,19,1,2026,gonzal003jus,https://www.baseball-reference.com/register/player.fcgi?id=gonzal003jus,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=gonzal003jus; attempts=exact_full_name=1,2006.0,,,Justin Gonzales,a3979974
Ryan Clifford,ryan clifford,ryan,clifford,97,2024,2024,1B/OF,New York Mets,AAA,22,1,2024,cliffo000rya,https://www.baseball-reference.com/register/player.fcgi?id=cliffo000rya,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2002; minor_id=cliffo000rya; attempts=exact_full_name=1,2003.0,,,Ryan Clifford,20c10ed2
Charles Davalan,charles davalan,charles,davalan,98,2026,2026,OF,Los Angeles Dodgers,A+,22,1,2026,davala000cha,https://www.baseball-reference.com/register/player.fcgi?id=davala000cha,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2003.0; approx_birth_year=2004; minor_id=davala000cha; attempts=exact_full_name=1,2003.0,,,Charles Davalan,5a50872d
Chance Sisco,chance sisco,chance,sisco,99,2017,2017,C,St. Louis Cardinals,MLB,31,1,2017,sisco-000cha,https://www.baseball-reference.com/register/player.fcgi?id=sisco-000cha,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=1995.0; approx_birth_year=1986; minor_id=sisco-000cha; attempts=exact_full_name=1,1995.0,,,Chance Sisco,4f823444
Victor Mesa,victor mesa,victor,mesa,99,2019,2019,OF,Miami Marlins,AAA,29,1,2019,mesa--002vic,https://www.baseball-reference.com/register/player.fcgi?id=mesa--002vic,resolved,chadwick_name_match_with_minor_id,matches=5; selected_birth_year=1993.0; approx_birth_year=1990; minor_id=mesa--002vic; attempts=exact_full_name=5,1993.0,,,Victor Mesa,cf0b4770
Xavier Neyens,xavier neyens,xavier,neyens,99,2026,2026,3B/SS,Houston Astros,A,19,1,2026,neyens000xav,https://www.baseball-reference.com/register/player.fcgi?id=neyens000xav,resolved,chadwick_name_match_with_minor_id,matches=1; selected_birth_year=2006.0; approx_birth_year=2007; minor_id=neyens000xav; attempts=exact_full_name=1,2006.0,,,Xavier Neyens,92b356d8
Matt Chapman,matt chapman,matt,chapman,100,2017,2017,3B,San Francisco Giants,MLB,33,1,2017,chapma000mat,https://www.baseball-reference.com/register/player.fcgi?id=chapma000mat,resolved,chadwick_name_match_with_minor_id,matches=4; selected_birth_year=1993.0; approx_birth_year=1984; minor_id=chapma000mat; attempts=exact_full_name=4,1993.0,,,Matt Chapman,f4e771ca
