Player,URL,Status,Rows,Tables_Found,Tables_Accepted,Acquisition_Type,Confidence,Reason,Draft_Text,Signing_Text,High_School_Text,School_Text,Cached,Final_URL
Colt Emerson,https://www.baseball-reference.com/register/player.fcgi?id=emerso001col,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Colt Emerson Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-0 , 195lb (183cm, 88kg) Team: Seattle Mariners (majors) Born: July 20 , 2005 in Zanesville, OH us Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) . High School: John Glenn HS (New Concord, OH) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated National Team: us USA (18U,12U) Full Name: Colt Walker Emerson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) . | High School: John Glenn HS (New Concord, OH)","Colt Emerson Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-0 , 195lb (183cm, 88kg) Team: Seattle Mariners (majors) Born: July 20 , 2005 in Zanesville, OH us Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) . High School: John Glenn HS (New Concord, OH) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated National Team: us USA (18U,12U) Full Name: Colt Walker Emerson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) .",,"Colt Emerson Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-0 , 195lb (183cm, 88kg) Team: Seattle Mariners (majors) Born: July 20 , 2005 in Zanesville, OH us Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) . High School: John Glenn HS (New Concord, OH) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated National Team: us USA (18U,12U) Full Name: Colt Walker Emerson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) . | High School: John Glenn HS (New Concord, OH)","Colt Emerson Positions: Shortstop and Third Baseman Bats: Left • Throws: Right 6-0 , 195lb (183cm, 88kg) Team: Seattle Mariners (majors) Born: July 20 , 2005 in Zanesville, OH us Draft : Drafted by the Seattle Mariners in the 1st round (22nd) of the 2023 MLB June Amateur Draft from John Glenn HS (New Concord, OH) . High School: John Glenn HS (New Concord, OH) Rookie Status: Still Intact through 2026 2026 Contract Status : Not Updated National Team: us USA (18U,12U) Full Name: Colt Walker Emerson View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: John Glenn HS (New Concord, OH)",False,https://www.baseball-reference.com/register/player.fcgi?id=emerso001col
Jo Adell,https://www.baseball-reference.com/register/player.fcgi?id=adell-000jo-,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Los Angeles Angels in the 1st round (10th) of the 2017 MLB June Amateur Draft from Ballard HS (Louisville, KY) . | High School: Ballard HS (Louisville, KY)","Draft : Drafted by the Los Angeles Angels in the 1st round (10th) of the 2017 MLB June Amateur Draft from Ballard HS (Louisville, KY) .","2026 Contract Status : Signed thru 2026, 1 yr/$5.2M (26)","Draft : Drafted by the Los Angeles Angels in the 1st round (10th) of the 2017 MLB June Amateur Draft from Ballard HS (Louisville, KY) . | High School: Ballard HS (Louisville, KY)","High School: Ballard HS (Louisville, KY)",False,https://www.baseball-reference.com/register/player.fcgi?id=adell-000jo-
Max Clark,https://www.baseball-reference.com/register/player.fcgi?id=clark-005max,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Max Clark Position: Centerfielder Bats: Left • Throws: Left 5-11 , 205lb (180cm, 92kg) Team: Detroit Tigers (minors) Born: December 21, 2004 in Franklin, IN us Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) . High School: Franklin Community HS (Franklin, IN) National Team: us USA (18U) Full Name: Maxwell Reece Clark View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) . | High School: Franklin Community HS (Franklin, IN)","Max Clark Position: Centerfielder Bats: Left • Throws: Left 5-11 , 205lb (180cm, 92kg) Team: Detroit Tigers (minors) Born: December 21, 2004 in Franklin, IN us Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) . High School: Franklin Community HS (Franklin, IN) National Team: us USA (18U) Full Name: Maxwell Reece Clark View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) .",,"Max Clark Position: Centerfielder Bats: Left • Throws: Left 5-11 , 205lb (180cm, 92kg) Team: Detroit Tigers (minors) Born: December 21, 2004 in Franklin, IN us Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) . High School: Franklin Community HS (Franklin, IN) National Team: us USA (18U) Full Name: Maxwell Reece Clark View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) . | High School: Franklin Community HS (Franklin, IN)","Max Clark Position: Centerfielder Bats: Left • Throws: Left 5-11 , 205lb (180cm, 92kg) Team: Detroit Tigers (minors) Born: December 21, 2004 in Franklin, IN us Draft : Drafted by the Detroit Tigers in the 1st round (3rd) of the 2023 MLB June Amateur Draft from Franklin Community HS (Franklin, IN) . High School: Franklin Community HS (Franklin, IN) National Team: us USA (18U) Full Name: Maxwell Reece Clark View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | High School: Franklin Community HS (Franklin, IN)",False,https://www.baseball-reference.com/register/player.fcgi?id=clark-005max
Nick Senzel,https://www.baseball-reference.com/register/player.fcgi?id=senzel000nic,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Cincinnati Reds in the 1st round (2nd) of the 2016 MLB June Amateur Draft from University of Tennessee (Knoxville, TN) .",,"High School: Farragut HS (Knoxville, TN)","High School: Farragut HS (Knoxville, TN) | School: University of Tennessee (Knoxville, TN)",False,https://www.baseball-reference.com/register/player.fcgi?id=senzel000nic
Wyatt Langford,https://www.baseball-reference.com/register/player.fcgi?id=langfo000wya,200,6,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Texas Rangers in the 1st round (4th) of the 2023 MLB June Amateur Draft from University of Florida (Gainesville, FL) .",,"High School: Trenton HS (Trenton, FL)","High School: Trenton HS (Trenton, FL) | School: University of Florida (Gainesville, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=langfo000wya
Gabriel Moreno,https://www.baseball-reference.com/register/player.fcgi?id=moreno000gab,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,"Gabriel Moreno Position: Catcher Bats: Right • Throws: Right 5-9 , 195lb (175cm, 88kg) Team: Arizona Diamondbacks (majors) Born: February 14 , 2000 in Barquisimeto, Venezuela ve Rookie Status: Exceeded rookie limits during 2022 season 2026 Contract Status : Signed thru 2026, 1 yr/$2.55M (26) Service Time (01/2026) : 3.061 • Arb Eligible : 2027 • Free Agent : 2029 Full Name: Gabriel Jose Moreno Pronunciation : \ mo-RAIN-oh \ View Player Info from the B-R Bullpen More bio, uniform, draft, salary info | 2026 Contract Status : Signed thru 2026, 1 yr/$2.55M (26)",,,False,https://www.baseball-reference.com/register/player.fcgi?id=moreno000gab
J.P. Crawford,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jp-,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) . | High School: Lakewood HS (Lakewood, CA)","Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) .","2026 Contract Status : Signed thru 2026, 5 yrs/$51M (22-26)","Draft : Drafted by the Philadelphia Phillies in the 1st round (16th) of the 2013 MLB June Amateur Draft from Lakewood HS (Lakewood, CA) . | High School: Lakewood HS (Lakewood, CA)","High School: Lakewood HS (Lakewood, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=crawfo000jp-
Kristian Campbell,https://www.baseball-reference.com/register/player.fcgi?id=campbe000kri,200,3,1,1,College,high,College/NCAA batting rows found through age 21,"Draft : Drafted by the Boston Red Sox in the 4th round of the 2023 MLB June Amateur Draft from Georgia Institute of Technology (Atlanta, GA) .","2026 Contract Status : Signed thru 2032, 8 yrs/$60M (25-32) & 33-34 team option","High School: Walton HS (Marietta, GA)","High School: Walton HS (Marietta, GA) | School: Georgia Institute of Technology (Atlanta, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=campbe000kri
CJ Abrams,https://www.baseball-reference.com/register/player.fcgi?id=abrams000pau,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the San Diego Padres in the 1st round (6th) of the 2019 MLB June Amateur Draft from Blessed Trinity Catholic HS (Roswell, GA) . | High School: Blessed Trinity Catholic HS (Roswell, GA)","Draft : Drafted by the San Diego Padres in the 1st round (6th) of the 2019 MLB June Amateur Draft from Blessed Trinity Catholic HS (Roswell, GA) .","2026 Contract Status : Signed thru 2026, 1 yr/$4.2M (26)","Draft : Drafted by the San Diego Padres in the 1st round (6th) of the 2019 MLB June Amateur Draft from Blessed Trinity Catholic HS (Roswell, GA) . | High School: Blessed Trinity Catholic HS (Roswell, GA)","High School: Blessed Trinity Catholic HS (Roswell, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=abrams000pau
Ethan Salas,https://www.baseball-reference.com/register/player.fcgi?id=salas-000eth,200,6,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 16,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=salas-000eth
Kyle Tucker,https://www.baseball-reference.com/register/player.fcgi?id=tucker001kyl,200,5,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Houston Astros in the 1st round (5th) of the 2015 MLB June Amateur Draft from H. B. Plant HS (Tampa, FL) . | High School: H. B. Plant HS (Tampa, FL)","Draft : Drafted by the Houston Astros in the 1st round (5th) of the 2015 MLB June Amateur Draft from H. B. Plant HS (Tampa, FL) .","2026 Contract Status : Signed thru 2027, 2 yrs/$114.92M (26-27) & 28-29 player option","Draft : Drafted by the Houston Astros in the 1st round (5th) of the 2015 MLB June Amateur Draft from H. B. Plant HS (Tampa, FL) . | High School: H. B. Plant HS (Tampa, FL)","High School: H. B. Plant HS (Tampa, FL)",False,https://www.baseball-reference.com/register/player.fcgi?id=tucker001kyl
Alex Kirilloff,https://www.baseball-reference.com/register/player.fcgi?id=kirill000ale,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Minnesota Twins in the 1st round (15th) of the 2016 MLB June Amateur Draft from Plum HS (Pittsburgh, PA) . | High School: Plum HS (Pittsburgh, PA)","Draft : Drafted by the Minnesota Twins in the 1st round (15th) of the 2016 MLB June Amateur Draft from Plum HS (Pittsburgh, PA) .",,"Draft : Drafted by the Minnesota Twins in the 1st round (15th) of the 2016 MLB June Amateur Draft from Plum HS (Pittsburgh, PA) . | High School: Plum HS (Pittsburgh, PA)","High School: Plum HS (Pittsburgh, PA)",False,https://www.baseball-reference.com/register/player.fcgi?id=kirill000ale
Carson Williams,https://www.baseball-reference.com/register/player.fcgi?id=willia017car,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Tampa Bay Rays in the 1st round (28th) of the 2021 MLB June Amateur Draft from Torrey Pines HS (San Diego, CA) . | High School: Torrey Pines HS (San Diego, CA)","Draft : Drafted by the Tampa Bay Rays in the 1st round (28th) of the 2021 MLB June Amateur Draft from Torrey Pines HS (San Diego, CA) .",,"Draft : Drafted by the Tampa Bay Rays in the 1st round (28th) of the 2021 MLB June Amateur Draft from Torrey Pines HS (San Diego, CA) . | High School: Torrey Pines HS (San Diego, CA)","High School: Torrey Pines HS (San Diego, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=willia017car
Colson Montgomery,https://www.baseball-reference.com/register/player.fcgi?id=montgo001col,200,3,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Chicago White Sox in the 1st round (22nd) of the 2021 MLB June Amateur Draft from Southridge HS (Huntingburg, IN) . | High School: Southridge HS (Huntingburg, IN)","Draft : Drafted by the Chicago White Sox in the 1st round (22nd) of the 2021 MLB June Amateur Draft from Southridge HS (Huntingburg, IN) .",,"Draft : Drafted by the Chicago White Sox in the 1st round (22nd) of the 2021 MLB June Amateur Draft from Southridge HS (Huntingburg, IN) . | High School: Southridge HS (Huntingburg, IN)","High School: Southridge HS (Huntingburg, IN)",False,https://www.baseball-reference.com/register/player.fcgi?id=montgo001col
Josue De Paula,https://www.baseball-reference.com/register/player.fcgi?id=depaul002jos,200,5,1,1,International,low,Fallback only: no draft/signing context found; born outside US/Canada/PR (NAN); first pro age 17,,,,,False,https://www.baseball-reference.com/register/player.fcgi?id=depaul002jos
Ke'Bryan Hayes,https://www.baseball-reference.com/register/player.fcgi?id=hayes-000keb,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Pittsburgh Pirates in the 1st round (32nd) of the 2015 MLB June Amateur Draft from Concordia Lutheran HS (Tomball, TX) . | High School: Concordia Lutheran HS (Tomball, TX)","Draft : Drafted by the Pittsburgh Pirates in the 1st round (32nd) of the 2015 MLB June Amateur Draft from Concordia Lutheran HS (Tomball, TX) .","2026 Contract Status : Signed thru 2029, 8 yrs/$70M (22-29) & 30 team option","Draft : Drafted by the Pittsburgh Pirates in the 1st round (32nd) of the 2015 MLB June Amateur Draft from Concordia Lutheran HS (Tomball, TX) . | High School: Concordia Lutheran HS (Tomball, TX)","High School: Concordia Lutheran HS (Tomball, TX)",False,https://www.baseball-reference.com/register/player.fcgi?id=hayes-000keb
Marcelo Mayer,https://www.baseball-reference.com/register/player.fcgi?id=mayer-000mar,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Boston Red Sox in the 1st round (4th) of the 2021 MLB June Amateur Draft from Eastlake HS (Chula Vista, CA) . | High School: Eastlake HS (Chula Vista, CA)","Draft : Drafted by the Boston Red Sox in the 1st round (4th) of the 2021 MLB June Amateur Draft from Eastlake HS (Chula Vista, CA) .",,"Draft : Drafted by the Boston Red Sox in the 1st round (4th) of the 2021 MLB June Amateur Draft from Eastlake HS (Chula Vista, CA) . | High School: Eastlake HS (Chula Vista, CA)","High School: Eastlake HS (Chula Vista, CA)",False,https://www.baseball-reference.com/register/player.fcgi?id=mayer-000mar
Austin Meadows,https://www.baseball-reference.com/register/player.fcgi?id=meadow000aus,200,4,1,1,High School,high,"BRef draft/bio text indicates high school path: Draft : Drafted by the Pittsburgh Pirates in the 1st round (9th) of the 2013 MLB June Amateur Draft from Grayson HS (Loganville, GA) . | High School: Grayson HS (Loganville, GA)","Draft : Drafted by the Pittsburgh Pirates in the 1st round (9th) of the 2013 MLB June Amateur Draft from Grayson HS (Loganville, GA) .",,"Draft : Drafted by the Pittsburgh Pirates in the 1st round (9th) of the 2013 MLB June Amateur Draft from Grayson HS (Loganville, GA) . | High School: Grayson HS (Loganville, GA)","High School: Grayson HS (Loganville, GA)",False,https://www.baseball-reference.com/register/player.fcgi?id=meadow000aus
